movie_name,movie_Genre,movie_poster,movie_poster_url,movie_director,movie_amount,movie_cast_members_name,movie_release_date,movie_runtime
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Rob Schneider as Firuz,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Colin Quinn as Kevin Connors,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Nick Swardson as Gary Rodgers,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Lamorne Morris as Bling,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Arsenio Hall as himself,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Aaron Neville as Willy Clarke,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Jane Seymour as Cindy Marvelle,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Sandy Wernick as Peter Marvelle,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Wayne Federman as Eric Lamonsoff,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Jackie Sandler as Amy Baskin,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Luis GuzmÃ¡n as Oscar,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Rob Reiner as Marty Markowitz,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Chris Elliott as Mr. Buttons,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Ido Mosseri as Yuri,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Milo Ventimiglia as Barry Bubatzi,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Eugenio Derbez as Ramiro Alejandro,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Jessica Lowe as Ms. Gideon,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Allen Covert as Gurvy,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Jonathan Loughran as Trucker Jon,14-Apr-17,"2 hours, 11 min."
Sandy Wexler,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Sandy_Wexler.jpg/220px-Sandy_Wexler.jpg,https://en.wikipedia.org/wiki/File:Sandy_Wexler.jpg,Steven Brill,$24.3 million,Kate Micucci as Nurse Trisha,14-Apr-17,"2 hours, 11 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,"Nicholas Hoult as Private Matt Ocre, a young rifleman",21-Apr-17,"1 hour, 53 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,"Logan Marshall-Green as Staff Sergeant Harper, the leader of a platoon who is tasked to save a village",21-Apr-17,"1 hour, 53 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,"Henry Cavill as Captain Syverson, the special forces officer running the operation in the dangerous village Baqubah",21-Apr-17,"1 hour, 53 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,Tommy Flanagan as Sergeant Major McGregor,21-Apr-17,"1 hour, 53 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,"Glen Powell as Sergeant Dylan Chutsky, a tough-minded soldier",21-Apr-17,"1 hour, 53 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,Beau Knapp as Sergeant Burton,21-Apr-17,"1 hour, 53 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,Neil Brown Jr. as Corporal Enzo,21-Apr-17,"1 hour, 53 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,Sam Spruell as First Lieutenant Anthony,21-Apr-17,"1 hour, 53 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,"Navid Negahban as Kadeer, the administrator of the local school",21-Apr-17,"1 hour, 53 min."
Sand Castle,War,https://upload.wikimedia.org/wikipedia/en/b/b4/Sand_Castle_2017_poster.jpg,https://en.wikipedia.org/wiki/File:Sand_Castle_2017_poster.jpg,Fernando Coimbra,N/A,"Nabil Elouahabi as Arif, Kadeer's brother and a mechanical engineer",21-Apr-17,"1 hour, 53 min."
Tramps,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/TrampsPoster.jpg/220px-TrampsPoster.jpg,https://en.wikipedia.org/wiki/File:TrampsPoster.jpg,Adam Leon,N/A,Callum Turner as Danny,21-Apr-17,"1 hour, 23 min."
Tramps,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/TrampsPoster.jpg/220px-TrampsPoster.jpg,https://en.wikipedia.org/wiki/File:TrampsPoster.jpg,Adam Leon,N/A,Grace Van Patten as Ellie,21-Apr-17,"1 hour, 23 min."
Tramps,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/TrampsPoster.jpg/220px-TrampsPoster.jpg,https://en.wikipedia.org/wiki/File:TrampsPoster.jpg,Adam Leon,N/A,Michal Vondel as Darren,21-Apr-17,"1 hour, 23 min."
Tramps,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/TrampsPoster.jpg/220px-TrampsPoster.jpg,https://en.wikipedia.org/wiki/File:TrampsPoster.jpg,Adam Leon,N/A,Mike Birbiglia as Scott,21-Apr-17,"1 hour, 23 min."
Tramps,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/TrampsPoster.jpg/220px-TrampsPoster.jpg,https://en.wikipedia.org/wiki/File:TrampsPoster.jpg,Adam Leon,N/A,Louis Cancelmi as Jimmy,21-Apr-17,"1 hour, 23 min."
Tramps,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/TrampsPoster.jpg/220px-TrampsPoster.jpg,https://en.wikipedia.org/wiki/File:TrampsPoster.jpg,Adam Leon,N/A,Margaret Colin as Evelyn,21-Apr-17,"1 hour, 23 min."
Tramps,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/TrampsPoster.jpg/220px-TrampsPoster.jpg,https://en.wikipedia.org/wiki/File:TrampsPoster.jpg,Adam Leon,N/A,Mariola Mlekicki as Ola,21-Apr-17,"1 hour, 23 min."
Tramps,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/TrampsPoster.jpg/220px-TrampsPoster.jpg,https://en.wikipedia.org/wiki/File:TrampsPoster.jpg,Adam Leon,N/A,Tashiana Washington as Monica,21-Apr-17,"1 hour, 23 min."
Tramps,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/TrampsPoster.jpg/220px-TrampsPoster.jpg,https://en.wikipedia.org/wiki/File:TrampsPoster.jpg,Adam Leon,N/A,Rachel Zeiger-Haag as Vinessa,21-Apr-17,"1 hour, 23 min."
Small Crimes,Dark comedy,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Small_Crimes_poster.jpg/220px-Small_Crimes_poster.jpg,https://en.wikipedia.org/wiki/File:Small_Crimes_poster.jpg,Evan Katz,N/A,N/A,28-Apr-17,"1 hour, 35 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Jeff Garlin as Gene Handsome,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Natasha Lyonne as Detective Fleur Scozzari,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Amy Sedaris as Lieutenant Tucker,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Leah Remini as Esta,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Christine Woods as Nora Vanderwheel,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Steven Weber as Talbert Bacorn,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Megan Ferguson as Amanda,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Dave Sheridan as Sketchy Guy,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,JJ Totah[Note 1] as Charles,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Ava Acres as Carys Vanderwheel,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Chris Redd as Detective Gunner,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Timm Sharp as Lloyd Vanderwheel,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Hailee Keanna Lautenbach as Heather Dromgoole,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Eddie Pepitone as Durante,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Joe Kenda as Detective Joe,5-May-17,"1 hour, 21 min."
Handsome: A Netflix Mystery Movie,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Handsome_A_Netflix_Mystery_Movie_poster.jpg/220px-Handsome_A_Netflix_Mystery_Movie_poster.jpg,https://en.wikipedia.org/wiki/File:Handsome_A_Netflix_Mystery_Movie_poster.jpg,Jeff Garlin,N/A,Kaley Cuoco as Herself,5-May-17,"1 hour, 21 min."
Blame!,Science fiction,https://upload.wikimedia.org/wikipedia/en/8/8b/Blame_%282017_anime_film%29.png,https://en.wikipedia.org/wiki/File:Blame_(2017_anime_film).png,,N/A,N/A,20-May-17,"1 hour, 46 min."
War Machine,Comedy,https://upload.wikimedia.org/wikipedia/en/1/1a/War_Machine_%28film%29.jpg,https://en.wikipedia.org/wiki/File:War_Machine_(film).jpg,David Michôd,$60 million,"Brad Pitt as General Glen McMahon,[5] a character based on General Stanley McChrystal.[6] He is portrayed as an accomplished general with degrees from West Point and Yale University,[7] brought in to bring a resolution to the conflict in Afghanistan.",26-May-17,"2 hours, 2 min."
War Machine,Comedy,https://upload.wikimedia.org/wikipedia/en/1/1a/War_Machine_%28film%29.jpg,https://en.wikipedia.org/wiki/File:War_Machine_(film).jpg,David Michôd,$60 million,"Anthony Hayes[8] as Lieutenant Commander Pete Duckman, a Navy SEAL and member of McMahon's staff",26-May-17,"2 hours, 2 min."
War Machine,Comedy,https://upload.wikimedia.org/wikipedia/en/1/1a/War_Machine_%28film%29.jpg,https://en.wikipedia.org/wiki/File:War_Machine_(film).jpg,David Michôd,$60 million,"Emory Cohen[9] as Corporal Willy Dunne, General McMahon's body man",26-May-17,"2 hours, 2 min."
War Machine,Comedy,https://upload.wikimedia.org/wikipedia/en/1/1a/War_Machine_%28film%29.jpg,https://en.wikipedia.org/wiki/File:War_Machine_(film).jpg,David Michôd,$60 million,"RJ Cyler as USAF Tech Sergeant Andy Moon, information technology support assistant[10]",26-May-17,"2 hours, 2 min."
War Machine,Comedy,https://upload.wikimedia.org/wikipedia/en/1/1a/War_Machine_%28film%29.jpg,https://en.wikipedia.org/wiki/File:War_Machine_(film).jpg,David Michôd,$60 million,"Daniel Betts as USN Rear Admiral Simon Ball, McMahon's Senior Public Affairs Officer",26-May-17,"2 hours, 2 min."
War Machine,Comedy,https://upload.wikimedia.org/wikipedia/en/1/1a/War_Machine_%28film%29.jpg,https://en.wikipedia.org/wiki/File:War_Machine_(film).jpg,David Michôd,$60 million,"Topher Grace as Matt Little, a former lobbyist turned McMahon's civilian media adviser, based loosely on Duncan Boothby[11]",26-May-17,"2 hours, 2 min."
War Machine,Comedy,https://upload.wikimedia.org/wikipedia/en/1/1a/War_Machine_%28film%29.jpg,https://en.wikipedia.org/wiki/File:War_Machine_(film).jpg,David Michôd,$60 million,"Anthony Michael Hall as Major General Greg Pulver, ISAF Director of Intelligence,[12] loosely based on Lieutenant General Michael Flynn",26-May-17,"2 hours, 2 min."
