movie_name,movie_Genre,movie_poster,movie_poster_url,movie_director,movie_amount,movie_cast_members_name,movie_release_date,movie_runtime
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Abraham Attah as Agu,16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Idris Elba as Commandant,16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Ama K. Abebrese as Mother[10],16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Kobina Amissa-Sam as Father[10],16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Emmanuel Nii Adom Quaye as Strika,16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Kurt Egyiawan as 2nd I-C,16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Jude Akuwudike as Dada Goodblood,16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Grace Nortey[10] as Old Witch Woman,16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,David Dontoh as Linguist[10],16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Opeyemi Fagbohungbe as Sergeant Gaz[11],16-Oct-15,"2 hours, 16 min."
Beasts of No Nation,War drama,https://upload.wikimedia.org/wikipedia/en/c/cf/Beasts_of_No_Nation_poster.jpg,https://en.wikipedia.org/wiki/File:Beasts_of_No_Nation_poster.jpg,Cary Joji Fukunaga,$6 million,Teibu Owusu Acheampong as Preacher[10],16-Oct-15,"2 hours, 16 min."
The Ridiculous 6,Western,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/The_Ridiculous_6_poster.jpg/220px-The_Ridiculous_6_poster.jpg,https://en.wikipedia.org/wiki/File:The_Ridiculous_6_poster.jpg,Frank Coraci,$60 million,The Ridiculous 6 on Netflix,11-Dec-15,"1 hour, 59 min."
The Ridiculous 6,Western,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/The_Ridiculous_6_poster.jpg/220px-The_Ridiculous_6_poster.jpg,https://en.wikipedia.org/wiki/File:The_Ridiculous_6_poster.jpg,Frank Coraci,$60 million,The Ridiculous 6 on IMDb,11-Dec-15,"1 hour, 59 min."
The Ridiculous 6,Western,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/The_Ridiculous_6_poster.jpg/220px-The_Ridiculous_6_poster.jpg,https://en.wikipedia.org/wiki/File:The_Ridiculous_6_poster.jpg,Frank Coraci,$60 million,The Ridiculous 6 at Rotten Tomatoes,11-Dec-15,"1 hour, 59 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Donnie Yen as Silent Wolf/Meng Sizhao,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Michelle Yeoh as Yu Shu Lien,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,"Harry Shum, Jr. as Wei-Fang",26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Natasha Liu Bordizzo as Snow Vase,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Jason Scott Lee as Hades Dai,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Eugenia Yuan as Blind Enchantress,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Roger Yuan as Iron Crow,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,JuJu Chan as Silver Dart Shi,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Chris Pang as Flying Blade,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Woon Young Park as Thunder Fist Chan,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Darryl Quon as Turtle Ma,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Veronica Ngo as Mantis,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Gary Young as Te Junior,26-Feb-16,"1 hour, 43 min."
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Action,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png/220px-Crouching_Tiger%2C_Hidden_Dragon_Sword_of_Destiny_poster.png,"https://en.wikipedia.org/wiki/File:Crouching_Tiger,_Hidden_Dragon_Sword_of_Destiny_poster.png",Yuen Woo-ping,$31 million,Shuyu Chang as Han Mei,26-Feb-16,"1 hour, 43 min."
Pee-wee's Big Holiday,Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Pee-wee%27s_Big_Holiday_poster.jpg/220px-Pee-wee%27s_Big_Holiday_poster.jpg,https://en.wikipedia.org/wiki/File:Pee-wee%27s_Big_Holiday_poster.jpg,John Lee,N/A,N/A,18-Mar-16,"1 hour, 29 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Eric Bana as Frank Bonneville,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Ricky Gervais as Ian Finch,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Vera Farmiga as Eleanor Finch,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Kelly Macdonald as Claire Maddox,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Benjamin Bratt as John Baker,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Kevin Pollak as Geoffrey Mallard,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,America Ferrera as Brigida,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Ra̼l Castillo as Domingo,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Ari Cohen as Rampling,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Meghan Heffern as Virginia,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Mimi Kuzyk as Secretary of State,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Jim Norton as Rent Boy,29-Apr-16,"1 hour, 40 min."
Special Correspondents,Satire,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Special_Correspondents_poster.png/220px-Special_Correspondents_poster.png,https://en.wikipedia.org/wiki/File:Special_Correspondents_poster.png,Ricky Gervais,N/A,Rachael Ancheril as Bar Girl,29-Apr-16,"1 hour, 40 min."
The Do-Over,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/The_Do-Over_Poster.png/220px-The_Do-Over_Poster.png,https://en.wikipedia.org/wiki/File:The_Do-Over_Poster.png,Steven Brill,$40 million,The Do-Over on Netflix,27-May-16,"1 hour, 48 min."
The Do-Over,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/The_Do-Over_Poster.png/220px-The_Do-Over_Poster.png,https://en.wikipedia.org/wiki/File:The_Do-Over_Poster.png,Steven Brill,$40 million,The Do-Over on IMDb,27-May-16,"1 hour, 48 min."
The Do-Over,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/The_Do-Over_Poster.png/220px-The_Do-Over_Poster.png,https://en.wikipedia.org/wiki/File:The_Do-Over_Poster.png,Steven Brill,$40 million,The Do-Over at Rotten Tomatoes,27-May-16,"1 hour, 48 min."
The Do-Over,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/The_Do-Over_Poster.png/220px-The_Do-Over_Poster.png,https://en.wikipedia.org/wiki/File:The_Do-Over_Poster.png,Steven Brill,$40 million,The Do-Over at Metacritic,27-May-16,"1 hour, 48 min."
The Fundamentals of Caring,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/3/3b/The_Fundamentals_of_Caring_poster.jpg,https://en.wikipedia.org/wiki/File:The_Fundamentals_of_Caring_poster.jpg,Rob Burnett,N/A,Paul Rudd as Ben Benjamin,24-Jun-16,"1 hour, 37 min."
The Fundamentals of Caring,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/3/3b/The_Fundamentals_of_Caring_poster.jpg,https://en.wikipedia.org/wiki/File:The_Fundamentals_of_Caring_poster.jpg,Rob Burnett,N/A,Craig Roberts as Trevor,24-Jun-16,"1 hour, 37 min."
The Fundamentals of Caring,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/3/3b/The_Fundamentals_of_Caring_poster.jpg,https://en.wikipedia.org/wiki/File:The_Fundamentals_of_Caring_poster.jpg,Rob Burnett,N/A,Selena Gomez as Dot,24-Jun-16,"1 hour, 37 min."
The Fundamentals of Caring,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/3/3b/The_Fundamentals_of_Caring_poster.jpg,https://en.wikipedia.org/wiki/File:The_Fundamentals_of_Caring_poster.jpg,Rob Burnett,N/A,Jennifer Ehle as Elsa,24-Jun-16,"1 hour, 37 min."
The Fundamentals of Caring,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/3/3b/The_Fundamentals_of_Caring_poster.jpg,https://en.wikipedia.org/wiki/File:The_Fundamentals_of_Caring_poster.jpg,Rob Burnett,N/A,Megan Ferguson as Peaches,24-Jun-16,"1 hour, 37 min."
The Fundamentals of Caring,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/3/3b/The_Fundamentals_of_Caring_poster.jpg,https://en.wikipedia.org/wiki/File:The_Fundamentals_of_Caring_poster.jpg,Rob Burnett,N/A,Frederick Weller as Bob,24-Jun-16,"1 hour, 37 min."
The Fundamentals of Caring,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/3/3b/The_Fundamentals_of_Caring_poster.jpg,https://en.wikipedia.org/wiki/File:The_Fundamentals_of_Caring_poster.jpg,Rob Burnett,N/A,Bobby Cannavale as Cash,24-Jun-16,"1 hour, 37 min."
The Fundamentals of Caring,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/3/3b/The_Fundamentals_of_Caring_poster.jpg,https://en.wikipedia.org/wiki/File:The_Fundamentals_of_Caring_poster.jpg,Rob Burnett,N/A,Julia Denton as Janet,24-Jun-16,"1 hour, 37 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Shashank Arora as Naman,7-Jul-16,"1 hour, 35 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Tanmay Dhanania as Ajay,7-Jul-16,"1 hour, 35 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Chaitanya Varad[4],7-Jul-16,"1 hour, 35 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Sid Mallya as Ronnie,7-Jul-16,"1 hour, 35 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Denzil Smith as Bernie,7-Jul-16,"1 hour, 35 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Biswa Kalyan Rath as Illash,7-Jul-16,"1 hour, 35 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Vaishwath Shankar as Randy,7-Jul-16,"1 hour, 35 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Shataf Figar as Brian D' Costa,7-Jul-16,"1 hour, 35 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Sindhu Sreenivasa Murthy as Ash,7-Jul-16,"1 hour, 35 min."
Brahman Naman,Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/File:Brahman_Naman_poster.jpg,Qaushiq Mukherjee,N/A,Anula Navlekar as Miss Naina,7-Jul-16,"1 hour, 35 min."
Rebirth,Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Rebirth_%282016_film%29_poster.jpg/220px-Rebirth_%282016_film%29_poster.jpg,https://en.wikipedia.org/wiki/File:Rebirth_(2016_film)_poster.jpg,,N/A,Rebirth on IMDb,15-Jul-16,"1 hour, 40 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,Ellen Page as Tallulah,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,Allison Janney as Margo Mooney,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,Tammy Blanchard as Carolyn Ford,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,Evan Jonigkeit as Nico Mooney,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,David Zayas as Detective Richards,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,John Benjamin Hickey as Stephen Mooney,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,Zachary Quinto as Andreas,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,Uzo Aduba as Detective Louisa Kinnie,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,Fredric Lehne as Russell Ford,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,"Evangeline and Liliana Ellis as Madison ""Maddy"" Ford (""Maggie"")",29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,Felix Solis as Manuel,29-Jul-16,"1 hour, 51 min."
Tallulah,Comedy-drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Tallulah_poster.jpg/220px-Tallulah_poster.jpg,https://en.wikipedia.org/wiki/File:Tallulah_poster.jpg,Sian Heder,$6 million,Maddie Corman as Vera,29-Jul-16,"1 hour, 51 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Sarah Hyland as Krystal,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Graham Phillips as Ethan,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Brett DelBuono as Tariq,26-Aug-16,"1 hour, 32 min."
